,feature,predict,label,MSE,MAE,MSE_ave,MAE_ave,R2
0,CNINGKN,0.26050910353660583,0.245387464761734,0.0006045591443198015,0.02458778445325649,0.002757127123791452,0.04115525428791746,0.9382843347491977
1,NFHKG,0.5198686122894287,0.5670356750488281,0.005881914944029184,0.07669364343952623,0.002757127123791452,0.04115525428791746,0.9382843347491977
2,DLDMYL,0.37858614325523376,0.353628545999527,0.001646821847692322,0.04058105281646007,0.002757127123791452,0.04115525428791746,0.9382843347491977
3,VSHVNDL,0.48914599418640137,0.5036901235580444,0.0005592635738423637,0.02364875417104173,0.002757127123791452,0.04115525428791746,0.9382843347491977
4,ESNSTHGP,0.34384143352508545,0.3530135750770569,0.00022242447422031935,0.01491390204541787,0.002757127123791452,0.04115525428791746,0.9382843347491977
5,QMDDTWRV,0.438964307308197,0.4317343831062317,0.00013820016579431908,0.011755856659313224,0.002757127123791452,0.04115525428791746,0.9382843347491977
6,DCGVDLQMPI,0.2961099147796631,0.2995080351829529,3.0529423356748975e-05,0.0055253437319997545,0.002757127123791452,0.04115525428791746,0.9382843347491977
7,NGNQFHW,0.5247979164123535,0.5098401308059692,0.0005915285135010667,0.02432135920340528,0.002757127123791452,0.04115525428791746,0.9382843347491977
8,AHDWDW,0.4757031798362732,0.460639625787735,0.0005999236401333708,0.024493338688985844,0.002757127123791452,0.04115525428791746,0.9382843347491977
9,GTRQCDFW,0.5158298015594482,0.47908979654312134,0.003568777713794689,0.05973924768353456,0.002757127123791452,0.04115525428791746,0.9382843347491977
10,SIFEGFE,0.459118127822876,0.45817965269088745,2.3285556078802485e-06,0.0015259605525308473,0.002757127123791452,0.04115525428791746,0.9382843347491977
11,SINYMVMRV,0.4427156150341034,0.41143912076950073,0.00258628994304709,0.05085557927157147,0.002757127123791452,0.04115525428791746,0.9382843347491977
12,FWQVDLYFFP,0.7093990445137024,0.6912670135498047,0.0008692285446266234,0.029482682113854963,0.002757127123791452,0.04115525428791746,0.9382843347491977
13,PYWANFCGQR,0.5232690572738647,0.49015992879867554,0.0028982548664134365,0.05383544247439076,0.002757127123791452,0.04115525428791746,0.9382843347491977
14,WNNWAPRCE,0.44294023513793945,0.4403444230556488,1.78150717052773e-05,0.004220790412384545,0.002757127123791452,0.04115525428791746,0.9382843347491977
15,FCKSQPWK,0.49972259998321533,0.46494466066360474,0.003197781358146495,0.05654892888593466,0.002757127123791452,0.04115525428791746,0.9382843347491977
16,FDYKV,0.6532105207443237,0.6445263624191284,0.0001993868632117083,0.014120441324962485,0.002757127123791452,0.04115525428791746,0.9382843347491977
17,LYKAFD,0.6062883138656616,0.5940960049629211,0.0003930184969073487,0.019824694118884878,0.002757127123791452,0.04115525428791746,0.9382843347491977
18,QFFERWDMPS,0.5366466045379639,0.5332103967666626,3.121762842560849e-05,0.0055872737918960524,0.002757127123791452,0.04115525428791746,0.9382843347491977
19,WPACSI,0.6319618225097656,0.6248462796211243,0.00013386195302894844,0.011569872645321055,0.002757127123791452,0.04115525428791746,0.9382843347491977
20,SQLNWQLAN,0.3854254484176636,0.37945884466171265,9.412293691090475e-05,0.009701697630358552,0.002757127123791452,0.04115525428791746,0.9382843347491977
21,HIQNFCGWYR,0.5804257392883301,0.5670356750488281,0.0004740306210332098,0.02177224428103841,0.002757127123791452,0.04115525428791746,0.9382843347491977
22,NECHQFGHF,0.4232773184776306,0.41881924867630005,5.254541226273519e-05,0.007248821439567621,0.002757127123791452,0.04115525428791746,0.9382843347491977
23,VNIYPEWD,0.4668213129043579,0.44772449135780334,0.0009641914037160208,0.031051431588833722,0.002757127123791452,0.04115525428791746,0.9382843347491977
24,IRNHPCN,0.4402447044849396,0.46186962723731995,0.0012363749724163722,0.03516212411695818,0.002757127123791452,0.04115525428791746,0.9382843347491977
25,YIFDMVDSI,0.43368661403656006,0.44772449135780334,0.000521007483231921,0.022825588343609482,0.002757127123791452,0.04115525428791746,0.9382843347491977
26,SFRQWT,0.5893084406852722,0.6100861430168152,0.0011413953946107721,0.03378454372358419,0.002757127123791452,0.04115525428791746,0.9382843347491977
27,CWRDFQI,0.5545313358306885,0.5639606714248657,0.00023507327675625144,0.015332099554733247,0.002757127123791452,0.04115525428791746,0.9382843347491977
28,MRWAID,0.5741835832595825,0.5196802616119385,0.007853929834465615,0.08862240029736057,0.002757127123791452,0.04115525428791746,0.9382843347491977
29,MPFPNSTKMA,0.48015743494033813,0.5012300610542297,0.001174027849129373,0.03426408978988604,0.002757127123791452,0.04115525428791746,0.9382843347491977
30,FHHPRHVGV,0.4852161407470703,0.48400986194610596,3.847126500332021e-06,0.001961409314837681,0.002757127123791452,0.04115525428791746,0.9382843347491977
31,WAGKYAQIKR,0.38910728693008423,0.4034441113471985,0.0005434342527387374,0.023311676317646857,0.002757127123791452,0.04115525428791746,0.9382843347491977
32,DSTIDDTPE,0.10671313852071762,0.1660516858100891,0.009309254326771191,0.09648447712855779,0.002757127123791452,0.04115525428791746,0.9382843347491977
33,VACLL,0.554969072341919,0.4846248924732208,0.013082701031032802,0.11437963556084974,0.002757127123791452,0.04115525428791746,0.9382843347491977
34,DPKKE,0.24349716305732727,0.2564575672149658,0.0004440973331870554,0.02107361699346022,0.002757127123791452,0.04115525428791746,0.9382843347491977
